org_id,org_name,prescribing_rate_mean,prescribing_rate_median,prescribing_rate_max,months_zero,imd_score_mean,income_score_mean,health_score_mean,education_score_mean,retail_accessibility_score,total_stores,quality_stores,regular_stores,budget_stores,n_lsoas
70F,NHS WEST SUSSEX,17.029566914183704,16.902001688300192,19.463361146773927,0,14.680969924812029,0.16767857142857143,-0.44101879699248125,17.654351503759397,0.30855018587360594,269,22,39,208,532
71E,NHS LINCOLNSHIRE,19.83917851133688,22.304498433994382,25.518500518925265,0,22.32596551724138,0.21422298850574711,0.07719770114942527,26.821402298850572,0.2,280,8,40,232,435
72Q,NHS SOUTH EAST LONDON,3.4655807569575443,3.4403006190274694,3.953342748932589,0,20.30379326923077,0.2363923076923077,-0.12171923076923076,12.717145192307692,0.30444444444444446,450,27,83,340,1040
78H,NHS NORTHAMPTONSHIRE,0.08126316520224056,0.0200435756342488,0.4512672687707261,19,17.598054176072235,0.19233182844243793,-0.14793227990970656,23.386742663656882,0.25742574257425743,202,9,34,159,443
84H,NHS COUNTY DURHAM,15.664687489183994,15.875446404527002,19.88062665903749,0,29.849557575757572,0.2747363636363636,0.8925484848484848,26.715363636363634,0.19540229885057472,174,2,30,142,330
91Q,NHS KENT AND MEDWAY,8.763337423433747,8.458703361085412,10.794421853678855,0,21.300424570912377,0.2108798554652213,-0.1106052393857272,23.20620234869015,0.3410041841004184,478,32,99,347,1107
92A,NHS SURREY HEARTLANDS,9.867228022432954,9.968975420088428,11.387820202363963,0,10.108495132127954,0.12564394993045896,-0.9646842837273991,10.539115438108484,0.409375,320,44,43,233,719
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",19.55651346959773,19.57540124416949,22.648865378734023,0,14.381353251318101,0.15885588752196836,-0.4391388400702988,17.27760632688928,0.2809364548494983,299,19,46,234,569
93C,NHS NORTH CENTRAL LONDON,5.105917109132129,5.0137718980046575,6.473338198850792,0,25.23694416873449,0.3043089330024814,-0.2546426799007444,16.49694789081886,0.34017595307917886,341,32,52,257,806
97R,NHS EAST SUSSEX,13.38828569247474,13.425032178195933,15.537663914395344,0,21.14680421686747,0.2126234939759036,-0.04666265060240963,21.996960843373493,0.36666666666666664,150,14,27,109,332
99A,NHS LIVERPOOL,15.11481232322097,17.2946931078964,20.273107256471228,0,36.963009933774835,0.34094701986754966,1.2577715231788078,32.760672185430465,0.3458646616541353,133,5,36,92,302
99C,NHS NORTH TYNESIDE,20.027722690924644,19.87341358547908,25.94572544121308,0,21.094345864661655,0.22490225563909774,0.40671428571428575,19.061421052631577,0.28846153846153844,52,1,13,38,133
99E,NHS BASILDON AND BRENTWOOD,2.5221565251411664,2.463201883043149,3.705368296994696,0,18.749625,0.202725,-0.25759374999999995,23.04823125,0.24285714285714285,70,3,11,56,160
99F,NHS CASTLE POINT AND ROCHFORD,0.24046747454465042,0.193475859658784,0.7771904645424766,10,14.770118181818182,0.15481818181818183,-0.3836272727272727,23.146227272727273,0.4146341463414634,41,3,11,27,110
99G,NHS SOUTHEND,0.21174036656815545,0.1873437858947852,0.4255202080307852,0,23.13614814814815,0.24378703703703705,0.15435185185185188,22.269046296296295,0.2727272727272727,55,4,7,44,108
A3A8R,NHS NORTH EAST LONDON,3.362839685632765,3.2774787728683297,4.553691681084262,0,25.959110395584176,0.33058141674333025,0.020908003679852804,18.167733210671575,0.2692307692307692,390,15,75,300,1087
B2M3M,NHS COVENTRY AND WARWICKSHIRE,18.41395835115599,18.490390227765488,20.92894913210316,0,19.854992818671455,0.2128456014362657,0.08537881508078995,21.580052064631957,0.2920353982300885,226,11,44,171,557
D2P2L,NHS BLACK COUNTRY,26.263559325075068,26.318273156809585,29.436992025366084,0,29.30066390041494,0.3276832641770401,0.4579017980636238,32.56603042876902,0.2679245283018868,265,5,61,199,723
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",10.021352837426168,14.133554578495444,17.341669850901333,0,15.660455696202531,0.17103074141048824,-0.34003526220614827,18.26748643761302,0.29044117647058826,544,36,86,422,1106
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1.3094718906625784,0.5448967971842993,4.425232686009836,0,19.065810902896082,0.22106303236797276,-0.13839522998296422,21.664710391822826,0.2619047619047619,252,12,42,198,587
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",0.03922022194510788,0.0380849905316228,0.1525451023912623,26,20.379051118210864,0.20898722044728432,0.02947923322683706,21.330894568690095,0.24025974025974026,154,4,29,121,313
U2G6B,NHS THAMES VALLEY ICB - U2G6B,11.603511796269919,11.43699868760103,13.899920114557704,0,13.79736862745098,0.1758627450980392,-1.051443137254902,15.987698039215685,0.30097087378640774,103,9,13,81,255
W2U3Z,NHS NORTH WEST LONDON,7.530771735090627,7.546255986666186,9.574193993638245,0,23.177793744716823,0.2766508875739645,-0.39514877430262046,15.66181910397295,0.33127572016460904,486,43,75,368,1183
X2C4Y,NHS KIRKLEES,0.2770594810597771,0.2681727090504552,0.6149574091272807,1,25.34271923076923,0.2641307692307693,0.2646192307692308,24.901196153846154,0.18,100,0,18,82,260
